Fecha_Hecho;Delito;Categoria_Delito;Competencia
1900-01-01;PLAGIO O SECUESTRO;SECUESTRO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;DESOBEDIENCIA Y RESISTENCIA DE PARTICULARES;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;PORTACION DE ARMA DE FUEGO;DELITO DE BAJO IMPACTO;INCOMPETENCIA
1900-01-01;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
1900-01-01;TENTATIVA DE ROBO DE VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;DESOBEDIENCIA Y RESISTENCIA DE PARTICULARES;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;PERDIDA DE LA VIDA ASFIXIA POR ALIMENTOS  LIQUIDOS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
1900-01-01;ENCUBRIMIENTO POR FAVORECIMIENTO Y RECEPTACION;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE SALIENDO DEL BANCO CON VIOLENCIA;ROBO A CUENTAHABIENTE SALIENDO DEL CAJERO CON VIOLENCIA;FUERO COMUN
1900-01-01;PERDIDA DE LA VIDA POR QUEMADURA;HECHO NO DELICTIVO;HECHO NO DELICTIVO
1900-01-01;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE A BORDO DE TAXI PUBLICO Y PRIVADO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE TAXI CON VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES CULPOSAS POR TRANSITO VEHICULAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR ARMA DE FUEGO;LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;DANO EN PROPIEDAD AJENA INTENCIONAL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
1900-01-01;PRODUCCION IMPRESION ENAJENACION DISTRIBUCION ALTERACION O FALSIFICACION DE TITULOS AL PORTADOR DOCUMENTOS DE CREDITO PUBLICOS O VALES DE CANJE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA SIN VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ABORTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO   CONDUCTOR DE VEHICULO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR ARMA DE FUEGO;LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO;FUERO COMUN
1900-01-01;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;DANO EN PROPIEDAD AJENA INTENCIONAL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR ARMA BLANCA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR ARMA DE FUEGO;LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO;FUERO COMUN
1900-01-01;TENTATIVA DE ROBO DE VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE OBJETOS A ESCUELA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE PEDALES;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;DANO EN PROPIEDAD AJENA INTENCIONAL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO EN AUTOBUS FORANEO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;DANO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;PRODUCCION IMPRESION ENAJENACION DISTRIBUCION ALTERACION O FALSIFICACION DE TITULOS AL PORTADOR DOCUMENTOS DE CREDITO PUBLICOS O VALES DE CANJE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;PERDIDA DE LA VIDA ASFIXIA POR ALIMENTOS  LIQUIDOS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
1900-01-01;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ABUSO DE CONFIANZA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE MOTOCICLETA SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE CONDUCTOR DE TAXI PUBLICO Y PRIVADO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE FLUIDOS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;DENUNCIA DE HECHOS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
1900-01-01;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
1900-01-01;PRODUCCION IMPRESION ENAJENACION DISTRIBUCION ALTERACION O FALSIFICACION DE TITULOS AL PORTADOR DOCUMENTOS DE CREDITO PUBLICOS O VALES DE CANJE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
1900-01-01;ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;PRODUCCION IMPRESION ENAJENACION DISTRIBUCION ALTERACION O FALSIFICACION DE TITULOS AL PORTADOR DOCUMENTOS DE CREDITO PUBLICOS O VALES DE CANJE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;DANO EN PROPIEDAD AJENA INTENCIONAL A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE CONDUCTOR DE TAXI PUBLICO Y PRIVADO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;TENTATIVA DE ROBO DE VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE SERVICIO PUBLICO SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
1900-01-01;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE CONDUCTOR DE TAXI PUBLICO Y PRIVADO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR GOLPES;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR ARMA DE FUEGO;LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO;FUERO COMUN
1900-01-01;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
1900-01-01;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
1900-01-01;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR ARMA DE FUEGO;LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO;FUERO COMUN
1900-01-01;PORTACION FABRICACION E IMPORTACION DE OBJETOS APTOS PARA AGREDIR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;PERDIDA DE LA VIDA POR OTRAS CAUSAS;HECHO NO DELICTIVO;HECHO NO DELICTIVO
1900-01-01;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;COHECHO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;HOMICIDIO CULPOSO POR TRANSITO VEHICULAR ATROPELLADO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;FRAUDE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE TRANSPORTE PUBLICO CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ENCUBRIMIENTO POR FAVORECIMIENTO Y RECEPTACION;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;LESIONES INTENCIONALES POR ARMA DE FUEGO;LESIONES DOLOSAS POR DISPARO DE ARMA DE FUEGO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE DE CELULAR SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;COHECHO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;DANO EN PROPIEDAD AJENA CULPOSA POR TRANSITO VEHICULAR A AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE OBJETOS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE ACCESORIOS DE AUTO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
1900-01-01;NARCOMENUDEO POSESION SIMPLE;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE OBJETOS DEL INTERIOR DE UN VEHICULO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;PERDIDA DE LA VIDA POR CAIDA;HECHO NO DELICTIVO;HECHO NO DELICTIVO
1900-01-01;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A NEGOCIO SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE PLACA DE AUTOMOVIL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A NEGOCIO CON VIOLENCIA;ROBO A NEGOCIO CON VIOLENCIA;FUERO COMUN
1900-01-01;HOMICIDIO POR ARMA DE FUEGO;HOMICIDIO DOLOSO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE METRO SIN VIOLENCIA;ROBO A PASAJERO A BORDO DEL METRO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;NEGACION DEL SERVICIO PUBLICO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A PASAJERO A BORDO DE PESERO COLECTIVO CON VIOLENCIA;ROBO A PASAJERO A BORDO DE MICROBUS CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;LESIONES CULPOSAS POR TRANSITO VEHICULAR EN COLISION;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;AMENAZAS;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE EN VIA PUBLICA CON VIOLENCIA;ROBO A TRANSEUNTE EN VIA PUBLICA CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A CASA HABITACION SIN VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;DESPOJO;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE SERVICIO PARTICULAR CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO DE MOTOCICLETA CON VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ROBO DE VEHICULO DE SERVICIO PARTICULAR SIN VIOLENCIA;ROBO DE VEHICULO CON Y SIN VIOLENCIA;FUERO COMUN
1900-01-01;ROBO A TRANSEUNTE DE CELULAR CON VIOLENCIA;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;PRIVACION DE LA LIBERTAD PERSONAL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;ABUSO SEXUAL;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;TENTATIVA DE EXTORSION;DELITO DE BAJO IMPACTO;FUERO COMUN
1900-01-01;VIOLENCIA FAMILIAR;DELITO DE BAJO IMPACTO;FUERO COMUN
