Colonia_Hecho;Municipio_Hecho
LA RAZA;CDMX
LOMAS DE SAN LORENZO;CDMX
LOMAS DE SAN LORENZO;CDMX
JUAREZ;CDMX
SIN DATO ;CDMX
SIN DATO ;ECATEPEC DE MORELOS
CAMPESTRE COYOACAN;CDMX
PLAZA COAPA;CDMX
ROMA NORTE;CDMX
DEL VALLE CENTRO;CDMX
OBSERVATORIO;CDMX
DEL VALLE CENTRO;CDMX
SIN DATO ;EL BOSQUE
INDEPENDENCIA;CDMX
DOCTORES;CDMX
FUENTES DEL PEDREGAL;CDMX
SAN MIGUEL;CDMX
RESIDENCIAL VILLA COAPA SUPER MANZA   4;CDMX
SAN PABLO   BARRIO;CDMX
4 ARBOLES;CDMX
PORTALES SUR;CDMX
ARE  L;CDMX
SIN DATO ;ECATEPEC DE MORELOS
OBRERA;CDMX
POPOTLA;CDMX
OBRERA;CDMX
JUAREZ;CDMX
HIPODROMO CONDESA;CDMX
LEYES DE REFORMA 3A SECCION;CDMX
INSURGENTES SAN BORJA;CDMX
CUAJIMALPA;CDMX
TLACOQUEMECATL;CDMX
TLACOQUEMECATL;CDMX
GRANJAS DE SAN ANTONIO;CDMX
GUERRERO;CDMX
SAN MIGUEL AJUSCO;CDMX
LAS ARBOLEDAS;CDMX
LEGARIA;CDMX
LEGARIA;CDMX
LEGARIA;CDMX
PERALVILLO;CDMX
ZACAHUITZCO;CDMX
TLACOQUEMECATL;CDMX
SAN LORENZO HUIPULCO;CDMX
TLACOQUEMECATL;CDMX
TLALPAN CENTRO I;CDMX
JACARANDAS;CDMX
VALLEJO;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
MOCTEZUMA 2A SECCION;CDMX
SAN RAFAEL;CDMX
SAN RAFAEL;CDMX
SAN RAFAEL;CDMX
OBRERA;CDMX
JUAREZ;CDMX
JUAREZ;CDMX
TLACOQUEMECATL;CDMX
DOCTORES;CDMX
JUAREZ;CDMX
JUAREZ;CDMX
MOCTEZUMA 2A SECCION;CDMX
JUAREZ;CDMX
MOCTEZUMA 2A SECCION;CDMX
TACUBAYA;CDMX
TACUBA;CDMX
BUE  VISTA;CDMX
DOCTORES;CDMX
XOCO;CDMX
MOCTEZUMA 2A SECCION;CDMX
MOCTEZUMA 2A SECCION;CDMX
AGRICOLA ORIENTAL;CDMX
OLIVAR DEL CONDE 1A SECCION;CDMX
OLIVAR DEL CONDE 1A SECCION;CDMX
OLIVAR DEL CONDE 1A SECCION;CDMX
SANTA MARIA LA RIBERA;CDMX
EL JAGUEY;CDMX
DEL VALLE CENTRO;CDMX
TABACALERA;CDMX
AGRICOLA ORIENTAL;CDMX
POLANCO;CDMX
LOMAS DE SAN LORENZO;CDMX
AMPLIACION MOLINO DE ROSAS;CDMX
SAN LUCAS ORIENTE;CDMX
LA PRIMAVERA;CDMX
SAN LORENZO;CDMX
ARE  L 4A SECCION;CDMX
ZEDEC SANTA FE;CDMX
PIEDAD   RVARTE;CDMX
CERRO DE LA ESTRELLA;CDMX
PROGRESO TIZAPAN;CDMX
AGRICOLA ORIENTAL;CDMX
UNIDAD VICENTE GUERRERO;CDMX
SIMON BOLIVAR;CDMX
DOCTORES;CDMX
DOCTORES;CDMX
VALLEJO;CDMX
PARQUE SAN ANDRES;CDMX
DOCTORES;CDMX
POLANCO;CDMX
SANTA ROSA;CDMX
ROMA NORTE;CDMX
POLANCO;CDMX
ROMERO DE TERREROS;CDMX
INSURGENTES MIXCOAC;CDMX
INSURGENTES MIXCOAC;CDMX
SANTA TERESA;CDMX
  POLES;CDMX
HEROES DE CHURUBUSCO;CDMX
VASCO DE QUIROGA;CDMX
  POLES;CDMX
JESUS DEL MONTE;CDMX
MI  S CRISTO REY;CDMX
NONOALCO TLATELOLCO;CDMX
SIN DATO ;CDMX
  POLES;CDMX
HEROES DE PADIER  ;CDMX
SAN SIMON TICUMAC;CDMX
SAN ANTONIO;CDMX
ESPARTACO;CDMX
ROMA NORTE;CDMX
SANTA BARBARA;CDMX
SAN ANTONIO;CDMX
COLTONGO;CDMX
SANTA CRUZ ACAYUCAN;CDMX
ROMA NORTE;CDMX
ZO   ESCOLAR ORIENTE;CDMX
SANTA LUCIA;CDMX
AMPLIACION SAN PEDRO XALPA;CDMX
VIVEROS COATECTLAN;CDMX
NONOALCO TLATELOLCO;CDMX
ANZURES;CDMX
BALCONES DE CEHUAYO;CDMX
DEL VALLE CENTRO;CDMX
GUERRERO;CDMX
ESCANDON I SECCION;CDMX
AGRICOLA PANTITLAN;CDMX
VIADUCTO PIEDAD;CDMX
DOCTORES;CDMX
ROMERO RUBIO;CDMX
BOSQUE DE CHAPULTEPEC I SECCION;CDMX
DOCTORES;CDMX
  TIVITAS;CDMX
DOCTORES;CDMX
SAN LORENZO TEZONCO;CDMX
SELENE 2A SECCION;CDMX
LOMAS DE SAN LORENZO;CDMX
TLALPEXCO;CDMX
LINDAVISTA;CDMX
SAN RAFAEL;CDMX
SAN ANDRES TOTOLTEPEC;CDMX
DESARROLLO URBANO QUETZALCOATL;CDMX
SAN FRANCISCO TLALTENCO;CDMX
SANTA ISABEL TOLA;CDMX
CARLOS A MADRAZO;CDMX
SAN JOSE INSURGENTES;CDMX
ALAMOS;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
CHICHICASPATL;CDMX
ZO   ESCOLAR;CDMX
EJERCITO DE AGUA PRIETA;CDMX
EJERCITO DE AGUA PRIETA;CDMX
VISTA ALEGRE;CDMX
GUADALUPE INN;CDMX
BUE  VISTA;CDMX
GRANJAS DE SAN ANTONIO;CDMX
PERIODISTA;CDMX
LA   VIDAD;CDMX
GRANJAS DE SAN ANTONIO;CDMX
LOMAS DE SANTA FE;CDMX
MESA DE LOS HORNOS;CDMX
MERCED BALBUE  ;CDMX
DEL MAESTRO;CDMX
JARDINES DEL PEDREGAL DE SAN ANGEL;CDMX
OBSERVATORIO;CDMX
CENTRO;CDMX
ARE  L TEPEPAN;CDMX
ROMA SUR;CDMX
BOSQUE DE LAS LOMAS;CDMX
SANTIAGO ACAHUALTEPEC;CDMX
LOMAS DE SAN LORENZO;CDMX
AMPLIACION ADOLFO LOPEZ MATEOS;CDMX
GERTRUDIS SANCHEZ 3A SECCION;CDMX
LOMAS DE PLATEROS;CDMX
LA ASUNCION;CDMX
AGRICOLA ORIENTAL;CDMX
ALDA  ;CDMX
TLALCOLIGIA;CDMX
AGRICOLA ORIENTAL;CDMX
INSURGENTES;CDMX
EQUIPAMIENTO FABRICA FISISA;CDMX
TLACOYAQUE;CDMX
AMPLIACION PROVIDENCIA;CDMX
CENTRO;CDMX
GRA  DA;CDMX
SAN MIGUEL AJUSCO;CDMX
OBRERA;CDMX
CHURUBUSCO COUNTRY CLUB;CDMX
LA COLME  ;CDMX
SAN BARTOLO ATEPEHUACAN;CDMX
LAS ANIMAS;CDMX
NUEVA SANTA MARIA;CDMX
TLACOQUEMECATL;CDMX
TLAPECHICO;CDMX
JUAREZ;CDMX
PROVIDENCIA;CDMX
ALAMOS;CDMX
VIADUCTO PIEDAD;CDMX
CULTURA MAYA;CDMX
CULTURA MAYA;CDMX
CULTURA MAYA;CDMX
SANTA URSULA XITLA;CDMX
GRANJAS ESTRELLA;CDMX
GRANJAS ESTRELLA;CDMX
VALLE DEL SUR;CDMX
CENTRO;CDMX
CONSEJO AGRARISTA MEXICANO;CDMX
LINDAVISTA;CDMX
MIGUEL HIDALGO 1A SECCION;CDMX
NUEVA VALLEJO;CDMX
SAN ANDRES AHUAYUCAN;CDMX
DEL CARMEN;CDMX
SAN JERONIMO LIDICE;CDMX
TACUBA;CDMX
ROMA NORTE;CDMX
PORTALES SUR;CDMX
CAMPESTRE COYOACAN;CDMX
SAN FRANCISCO XOCOTITLA;CDMX
CONDESA;CDMX
GRANJAS CABRERA;CDMX
PASEOS DE TAXQUE  ;CDMX
BUE  VISTA;CDMX
JUVENTINO ROSAS;CDMX
CENTRO;CDMX
SAN JERONIMO LIDICE;CDMX
LOMAS DE SANTA FE;CDMX
CONDESA;CDMX
TRES ESTRELLAS;CDMX
LOMAS DE LA ESTANCIA;CDMX
AGRICOLA ORIENTAL;CDMX
MODER  ;CDMX
SANTA BARBARA;CDMX
SANTA CRUZ ACALPIXCA   PUEBLO;CDMX
NONOALCO TLATELOLCO;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
IZTLAHUACAN;CDMX
POLANCO;CDMX
ALFONSO XIII;CDMX
AGRICULTURA;CDMX
DESARROLLO URBANO QUETZALCOATL;CDMX
AMPLIACION DANIEL GARZA;CDMX
GUERRERO;CDMX
JUAREZ;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
REFORMA POLITICA;CDMX
JUAN ESCUTIA;CDMX
EL PARQUE;CDMX
LOMAS DE SAN ANGEL INN;CDMX
ARAGON LA VILLA;CDMX
CUAJIMALPA;CDMX
TULYEHUALCO;CDMX
7 DE NOVIEMBRE;CDMX
AMPLIACION SAN MIGUEL 8VA;CDMX
GUERRERO;CDMX
JARDIN BALBUE  ;CDMX
EL PARQUE;CDMX
SANTA MARIA TEPEPAN;CDMX
PRO HOGAR;CDMX
POLANCO;CDMX
SAN NICOLAS TOTOLAPAN;CDMX
CAMPESTRE ARAGON;CDMX
BUE  VISTA;CDMX
AMERICA;CDMX
ERMITA;CDMX
  RVARTE;CDMX
LOS OLIVOS;CDMX
CANTERA PUENTE DE PIEDRA;CDMX
SIN DATO ;CDMX
SAN JUAN DE ARAGON III SECCION;CDMX
FORESTAL I;CDMX
SAN MIGUEL XICALCO;CDMX
SIN DATO ;CDMX
PUEBLO NUEVO ALTO;CDMX
LOS VOLCANES;CDMX
AGRICOLA ORIENTAL;CDMX
CARACOL;CDMX
GRA  DA;CDMX
CULHUACAN CTM SECCION VI;CDMX
SIN DATO ;CDMX
JOSE MARIA PINO SUAREZ;CDMX
GRANJAS MEXICO;CDMX
LA MAGDALE   PETLACALCO;CDMX
REFORMA IZTACCIHUATL SUR;CDMX
A  HUAC;CDMX
ESCANDON I SECCION;CDMX
SAN PEDRO DE LOS PINOS;CDMX
CENTRO;CDMX
CUAUHTEMOC PENSIL;CDMX
HIPODROMO;CDMX
LOMAS DE SAN LORENZO;CDMX
UNIDAD VICENTE GUERRERO;CDMX
SANTA ISABEL TOLA;CDMX
SANTA ISABEL TOLA;CDMX
  RVARTE;CDMX
  RVARTE;CDMX
CENTRO;CDMX
CENTRO;CDMX
MOCTEZUMA 1A SECCION;CDMX
SAN ANDRES TOTOLTEPEC;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
TABACALERA;CDMX
PROGRESO TIZAPAN;CDMX
NUEVA SANTA MARIA;CDMX
  POLES;CDMX
LA CASILDA;CDMX
SANTA CRUZ ATOYAC;CDMX
MIXCOAC;CDMX
HUICHAPAN;CDMX
PORTALES SUR;CDMX
SANTIAGO ATEPETLAC;CDMX
NUEVA SANTA ANITA;CDMX
CENTRO;CDMX
CENTRO;CDMX
ALFONSO XIII;CDMX
SAN LUCAS;CDMX
SANTA MARTHA ACATITLA SUR;CDMX
2DA AMPLIACION BARRIO SAN MIGUEL SAN FELIPE TERRE;CDMX
MORELOS;CDMX
MIGUEL HIDALGO;CDMX
NUEVA VALLEJO;CDMX
GUADALUPE TLALPAN;CDMX
CENTRO;CDMX
BARRIO OXTOPULCO UNIVERSIDAD;CDMX
CENTRO;CDMX
ZACATEPECSAN MATEO XALPA;CDMX
PENSIL SUR;CDMX
  RVARTE;CDMX
SANTA ISABEL TOLA;CDMX
GRANJAS COAPA;CDMX
CAMPESTRE CHURUBUSCO;CDMX
EJERCITO DE ORIENTE ZO   PENON;CDMX
SAN JOSE DE LOS CEDROS;CDMX
EL OCOTAL;CDMX
DEL VALLE CENTRO;CDMX
JUAN ESCUTIA;CDMX
SANTA MARTHA ACATITLA NORTE;CDMX
AMPLIACION LA CEBADA;CDMX
REFORMA POLITICA;CDMX
TACUBAYA;CDMX
ROMA NORTE;CDMX
EL TEPETATAL;CDMX
PENON DE LOS BANOS;CDMX
SANTA MARIA LA RIBERA;CDMX
SAN ANTONIO;CDMX
INSURGENTES MIXCOAC;CDMX
TABACALERA;CDMX
SANTIAGO TULYEHUALCO   PUEBLO;CDMX
  RVARTE;CDMX
CITLALLI;CDMX
SAN PEDRO DE LOS PINOS;CDMX
SAN PEDRO DE LOS PINOS;CDMX
SAN BARTOLO AMEYALCO;CDMX
PEDREGAL DE SAN FRANCISCO;CDMX
LA PRADERA;CDMX
PENON DE LOS BANOS;CDMX
CORPUS CHRISTY;CDMX
PUEBLO DE LOS REYES;CDMX
SECTOR 17;CDMX
CARLOS ZAPATA VELA;CDMX
SIN DATO ;CDMX
EL ROSARIO;CDMX
LA ESTACION;CDMX
GUADALUPE TEPEYAC;CDMX
SIN DATO ;CDMX
LA CONCEPCION VILLA MILPA ALTA;CDMX
SANTO DOMINGO;CDMX
FEDERAL;CDMX
NONOALCO TLATELOLCO;CDMX
CENTRO COMERCIAL PERISUR;CDMX
SANTA CRUZ XOCHITEPEC;CDMX
LA POLVORILLA;CDMX
ERMITA ZARAGOZA;CDMX
SANTA MARIA TEPEPAN;CDMX
PEDREGAL DE SANTA URSULA XITLA;CDMX
LA PASTORA;CDMX
SAN MARCOS;CDMX
PRADO COAPA 3A SECCION;CDMX
TACUBAYA;CDMX
BARRIO SAN PEDRO;CDMX
CITLALLI;CDMX
ARGENTI   PONIENTE;CDMX
AMSA;CDMX
CULHUACAN CTM SECCION VII;CDMX
SIN DATO ;CDMX
  RVARTE;CDMX
ROMA NORTE;CDMX
4 ARBOLES;CDMX
TACUBAYA;CDMX
AGRICOLA ORIENTAL;CDMX
SAN JUAN TEPEPAN;CDMX
GUERRERO;CDMX
ISIDRO FABELA;CDMX
SIN DATO ;CDMX
ROMERO DE TERREROS;CDMX
SANTO TOMAS AJUSCO;CDMX
ROMA NORTE;CDMX
MI   LOS COYOTES;CDMX
DOCTORES;CDMX
ESCANDON I SECCION;CDMX
SANTA URSULA XITLA;CDMX
BUE  VISTA;CDMX
  RVARTE;CDMX
LOMAS DE CHAPULTEPEC I SECCION;CDMX
CITLALLI;CDMX
SAN BARTOLOME XICOMULCO;CDMX
ARGENTI   PONIENTE;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
SAN PEDRO DE LOS PINOS;CDMX
TORIELLO GUERRA;CDMX
SIN DATO ;CDMX
VERGEL DE COYOACAN;CDMX
AMPLIACION SAN FRANCISCO CULHUACAN;CDMX
POLANCO;CDMX
AGRICOLA PANTITLAN;CDMX
CONSTITUCION DE 1917;CDMX
LOMAS ALTAS DE PADIER   SUR;CDMX
AMPLIACION PROGRESO   CIO  L;CDMX
AMPLIACION PROGRESO   CIO  L;CDMX
TE  NTITLA SAN ANTONIO TECOMITL;CDMX
SECTOR POPULAR;CDMX
AMPLIACION GABRIEL RAMOS MILLAN;CDMX
AMPLIACION EL TRIUNFO;CDMX
JUAREZ;CDMX
SAN SALVADOR CUAUHTENCO SECCION III;CDMX
IZTLAHUACAN;CDMX
CULHUACAN CTM SECCION VII;CDMX
PEDREGAL DE SANTO DOMINGO;CDMX
ARTES GRAFICAS;CDMX
SAN MIGUEL TOPILEJO;CDMX
MIGUEL DE LA MADRID;CDMX
CENTRO;CDMX
SAN FRANCISCO XICALTONGO;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
LA POLVORILLA;CDMX
LOMAS DE PLATEROS;CDMX
VALENTIN GOMEZ FARIAS;CDMX
SAN JUAN XALPA;CDMX
SAN MIGUEL TOPILEJO;CDMX
2A AMPLIACION SANTIAGO ACAHUALTEPEC;CDMX
CENTRO;CDMX
HEROES DE PADIER  ;CDMX
SAN MATEO TLALTE  NGO;CDMX
ESTRELLA;CDMX
CARACOL;CDMX
SIN DATO ;CDMX
SIN DATO ;CDMX
MORELOS;CDMX
SAN CLEMENTE NORTE;CDMX
SAN MIGUEL TEOTONGO;CDMX
CHI  MPAC DE JUAREZ;CDMX
CHI  MPAC DE JUAREZ;CDMX
CHI  MPAC DE JUAREZ;CDMX
CENTRO DE AZCAPOTZALCO;CDMX
REACOMODO PINO SUAREZ;CDMX
PARAJE ZACATEPEC;CDMX
GENERAL IG  CIO ZARAGOZA;CDMX
AMPLIACION ZO   URBA   EJIDAL SANTA MARIA AZTAHUAC;CDMX
AMPLIACION ZO   URBA   EJIDAL SANTA MARIA AZTAHUAC;CDMX
JARDIN BALBUE  ;CDMX
JARDIN BALBUE  ;CDMX
COLTONGO;CDMX
COLTONGO;CDMX
VILLA CENTRO AMERICA  ;CDMX
MORELOS;CDMX
LOMAS DE SAN LORENZO;CDMX
GUERRERO;CDMX
SAN MIGUEL AJUSCO;CDMX
SAN ANTONIO;CDMX
SIN DATO ;CDMX
EX EJIDO DE SAN PABLO TEPETLAPA;CDMX
CENTRAL CAMIONERA PONIENTE;CDMX
LOS ANGELES;CDMX
BUE  VISTA;CDMX
CAMPAMENTO 2 DE OCTUBRE;CDMX
JUAREZ;CDMX
LAS AGUILAS;CDMX
SANTIAGO ATZACOALCO;CDMX
NUEVA ATZACOALCO;CDMX
LOS CEDROS;CDMX
CENTRAL DE ABASTO;CDMX
PEZ;CDMX
ZO   CENTRO;CDMX
SAN LUCAS;CDMX
SAN MARCOS NORTE;CDMX
SAN MIGUEL;CDMX
ZEDEC SANTA FE;CDMX
ZEDEC SANTA FE;CDMX
SIN DATO ;CDMX
AGRICOLA PANTITLAN;CDMX
4 ARBOLES;CDMX
SANTA URSULA XITLA;CDMX
AMPLIACION ZO   URBA   EJIDAL SANTA MARIA AZTAHUAC;CDMX
ZO   CENTRO;CDMX
AGRICOLA PANTITLAN;CDMX
VALLEJO;CDMX
SAN PEDRO EL CHICO;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
POPULAR SANTA TERESA;CDMX
  POLES;CDMX
GUADALUPE DEL MORAL;CDMX
SAN ANDRES;CDMX
VALLEJO;CDMX
MI  S CRISTO REY;CDMX
NUEVA SANTA MARIA;CDMX
CUAUHTEMOC;CDMX
INSURGENTES SAN BORJA;CDMX
TEPALCATES;CDMX
PARAJE ZACATEPEC;CDMX
UNIVERSIDAD   CIO  L AUTONOMA DE MEXICO;CDMX
LOMAS DE TARANGO;CDMX
SAN MIGUEL CHAPULTEPEC;CDMX
SAN JUAN DE ARAGON III SECCION;CDMX
INDUSTRIAL PUERTO AEREO;CDMX
SANTA MARIA LA RIBERA;CDMX
PARAJE SAN JUAN;CDMX
CENTRO;CDMX
CENTRO;CDMX
MORELOS;CDMX
PUEBLO LA CANDELARIA;CDMX
GRANJAS ESTRELLA;CDMX
A  HUAC;CDMX
APATLACO;CDMX
DEL MAR;CDMX
SIN DATO ;CDMX
RENOVACION;CDMX
ANGEL ZIMBRON;CDMX
DOCTORES;CDMX
EMILIANO ZAPATA;CDMX
PORTALES ORIENTE;CDMX
SANTA MARIA MALI  LCO;CDMX
ROMA NORTE;CDMX
DESARROLLO URBANO QUETZALCOATL;CDMX
PEDREGAL DE SANTA URSULA;CDMX
SAN JOSE DE LOS CEDROS;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
SAN MIGUEL TEOTONGO;CDMX
IZTLAHUACAN;CDMX
AMPLIACION GABRIEL RAMOS MILLAN;CDMX
SAN MIGUEL CHAPULTEPEC;CDMX
AJUSCO;CDMX
GUERRERO;CDMX
VISTA ALEGRE;CDMX
VERTIZ   RVARTE;CDMX
UN HOGAR PARA NOSOTROS;CDMX
CONSTITUCION DE LA REPUBLICA;CDMX
PARAJE ZACATEPEC;CDMX
NONOALCO TLATELOLCO;CDMX
EX HIPODROMO DE PERALVILLO;CDMX
AMPLIACION ZO   URBA   EJIDAL SANTA MARIA AZTAHUAC;CDMX
AMPLIACION ZO   URBA   EJIDAL SANTA MARIA AZTAHUAC;CDMX
BARRIO NORTE;CDMX
  RVARTE;CDMX
SIN DATO ;CDMX
NUEVA VALLEJO;CDMX
DEL VALLE CENTRO;CDMX
VALLEJO;CDMX
CENTRO;CDMX
EX EJIDO DE SAN PABLO TEPETLAPA;CDMX
CENTRO;CDMX
SIN DATO ;CDMX
LOS MANZANOS;CDMX
LOMAS DE ZARAGOZA;CDMX
PENSADOR MEXICANO;CDMX
BARRIO OXTOPULCO UNIVERSIDAD;CDMX
EX HIPODROMO DE PERALVILLO;CDMX
ASTURIAS;CDMX
CENTRO;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
SANTA URSULA COAPA;CDMX
AXOTLA;CDMX
CENTRAL DE ABASTO;CDMX
A  HUAC;CDMX
SIN DATO ;NEZAHUALCOYOTL
LA PASTORA;CDMX
PARQUE LAS AGUILAS;CDMX
PENITENCIARIA;CDMX
JARDIN AZPEITIA;CDMX
RESIDENCIAL ZACATENCO;CDMX
PUEBLO DE LA MAGDALE   MIXIUHCA;CDMX
PORTALES SUR;CDMX
SAN FELIPE DE JESUS;CDMX
EL MIRADOR;CDMX
ARAGON LA VILLA;CDMX
BUE  VISTA;CDMX
SANTA MARIA LA RIBERA;CDMX
VILLA GUSTAVO A MADERO;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
EL RODEO;CDMX
SAN ANDRES;CDMX
PEDREGAL DE SAN NICOLAS 4A SECCION;CDMX
DOCTORES;CDMX
JARDINES DEL PEDREGAL DE SAN ANGEL;CDMX
AGRICOLA PANTITLAN;CDMX
CENTRO;CDMX
UNIDAD PROFESIO  L ADOLFO LOPEZ MATEOS;CDMX
UNIDAD VICENTE GUERRERO;CDMX
SAN ANDRES TOTOLTEPEC;CDMX
SAN BARTOLO ATEPEHUACAN;CDMX
CULHUACAN CTM SECCION IX;CDMX
ROMA NORTE;CDMX
PUEBLO SANTA FE;CDMX
VALLEJO PONIENTE;CDMX
GRANJAS MEXICO;CDMX
SANTA MARIA LA RIBERA;CDMX
PIEDAD   RVARTE;CDMX
ATENOR SALAS;CDMX
Las Aguilas AOB 3;CDMX
  RVARTE;CDMX
AMPLIACION SI  TEL;CDMX
MODER  ;CDMX
SANTA MARIA LA RIBERA;CDMX
AGRICOLA PANTITLAN;CDMX
PORTALES SUR;CDMX
SANTA MARIA NONOALCO;CDMX
ANGEL ZIMBRON;CDMX
DEL MAR;CDMX
LA LAGU   TICOMAN;CDMX
SAN PEDRO DE LOS PINOS;CDMX
LOS REYES CULHUACAN;CDMX
ACACIAS;CDMX
AGRICOLA ORIENTAL;CDMX
GUADALUPE TEPEYAC;CDMX
PALMITAS;CDMX
PORTALES SUR;CDMX
SANTA MARTHA VILLA MILPA ALTA;CDMX
TACUBA;CDMX
SAN JUAN DE ARAGON VII SECCION;CDMX
XOTEPINGO;CDMX
APATLACO;CDMX
DOCTORES;CDMX
ERMITA ZARAGOZA;CDMX
AQUILES SERDAN;CDMX
GABRIEL RAMOS MILLAN SECCION TLACOTAL;CDMX
CHI  MPAC DE JUAREZ;CDMX
CENTRAL DE AUTOBUSES DEL SUR TAXQUE  ;CDMX
MAZA;CDMX
AGRICOLA PANTITLAN;CDMX
JUAN ESCUTIA;CDMX
JARDINES DEL PEDREGAL;CDMX
AJUSCO;CDMX
VALLE DE SAN LORENZO;CDMX
SANTA MARIA TOMATLAN;CDMX
ASTURIAS;CDMX
JARDINES DEL PEDREGAL DE SAN ANGEL;CDMX
7 DE NOVIEMBRE;CDMX
7 DE NOVIEMBRE;CDMX
AMPLIACION ZO   URBA   EJIDAL SANTA MARIA AZTAHUAC;CDMX
AMPLIACION ZO   URBA   EJIDAL SANTA MARIA AZTAHUAC;CDMX
CUAUHTEMOC;CDMX
BUE  VISTA;CDMX
FORESTAL;CDMX
GRANJAS MEXICO;CDMX
SAN MIGUEL TOPILEJO;CDMX
INDUSTRIAL;CDMX
PUEBLO DE SANTA URSULA COAPA;CDMX
SAN ANGEL;CDMX
LOS REYES;CDMX
ROMA NORTE;CDMX
DESARROLLO URBANO EL PIRU;CDMX
ALAMOS;CDMX
FERROCARRILERA;CDMX
SANTA CECILIA;CDMX
CUAJIMALPA;CDMX
CENTRO;CDMX
LAS AGUILAS;CDMX
TACUBAYA;CDMX
TACUBAYA;CDMX
TACUBAYA;CDMX
SAN ANDRES TOMATLAN;CDMX
EJERCITO DE ORIENTE ZO   PENON;CDMX
VERONICA ANZURES;CDMX
TOLTECA;CDMX
SAN CLEMENTE NORTE;CDMX
CENTRO;CDMX
HIPODROMO CONDESA;CDMX
DEL CARMEN;CDMX
CENTRO;CDMX
JAMAICA;CDMX
JAMAICA;CDMX
OBRERA;CDMX
PASEOS DE TAXQUE  ;CDMX
UNIDAD VICENTE GUERRERO;CDMX
LOS MANZANOS;CDMX
10 DE ABRIL;CDMX
AHUATENCO;CDMX
JUSTO SIERRA;CDMX
PRADO CHURUBUSCO;CDMX
SAN PEDRO EL CHICO;CDMX
SAN PEDRO EL CHICO;CDMX
SAN PEDRO EL CHICO;CDMX
CUAJIMALPA;CDMX
SANTA CRUZ MEYEHUALCO;CDMX
  POLES;CDMX
SANTA CRUZ ACALPIXCA   PUEBLO;CDMX
CENTRO;CDMX
VISTA ALEGRE;CDMX
TACUBAYA;CDMX
CENTRO;CDMX
UNIDAD VICENTE GUERRERO;CDMX
SAN ANDRES AHUAYUCAN;CDMX
NINOS HEROES;CDMX
CENTRO;CDMX
GRANJAS ESTRELLA;CDMX
5 DE MAYO;CDMX
20 DE NOVIEMBRE;CDMX
1RA AMPLIACION SANTIAGO ACAHUALTEPEC;CDMX
  POLES;CDMX
SAN JERONIMO LIDICE;CDMX
LOS REYES;CDMX
LA LOMA;CDMX
SAN AGUSTIN;CDMX
CAMPAMENTO 2 DE OCTUBRE;CDMX
MODER  ;CDMX
MODER  ;CDMX
PORTALES SUR;CDMX
PORTALES SUR;CDMX
XOCO;CDMX
DEL RECREO;CDMX
AGRICOLA ORIENTAL;CDMX
DEL GAS;CDMX
CENTRO;CDMX
CENTRO;CDMX
LA JOYITA;CDMX
PORTALES SUR;CDMX
DESARROLLO URBANO QUETZALCOATL;CDMX
PROGRESO;CDMX
LOMAS DE CHAPULTEPEC IV SECCION LOMAS VIRREYES;CDMX
CENTRO COMERCIAL PERISUR;CDMX
DEL VALLE CENTRO;CDMX
A  HUAC;CDMX
LOMAS DE SANTA FE;CDMX
AGRICOLA PANTITLAN;CDMX
SAN LORENZO ACOPILCO;CDMX
SANTA MARIA LA RIBERA;CDMX
SIN DATO ;CDMX
APATLACO;CDMX
PASEOS DE TAXQUE  ;CDMX
SIMON BOLIVAR;CDMX
SIN DATO ;CDMX
EL CUERNITO;CDMX
PUEBLO DE SANTA URSULA COAPA;CDMX
SANTA A   PONIENTE;CDMX
SANTA MARTHA ACATITLA NORTE;CDMX
MIGUEL HIDALGO;CDMX
SAN ANDRES TOTOLTEPEC;CDMX
SANTIAGO;CDMX
FRACCIO  MIENTO COYUYA;CDMX
EL OCOTAL;CDMX
LA MALINCHE;CDMX
TEZOZOMOC;CDMX
EL CUERNITO;CDMX
AMPLIACION SANTA CATARI  ;CDMX
AGRICOLA METROPOLITA  ;CDMX
PORTALES SUR;CDMX
SAN BER  BE OCOTEPEC;CDMX
POLANCO;CDMX
SAN MIGUEL CHAPULTEPEC;CDMX
CENTRO DE AZCAPOTZALCO;CDMX
LOMAS QUEBRADAS;CDMX
LOMAS DE SAN BER  BE;CDMX
CULTURA MAYA;CDMX
CORPUS CHRISTY;CDMX
MIGUEL HIDALGO 1A SECCION;CDMX
SAN MIGUEL AJUSCO;CDMX
SAN ANDRES TOTOLTEPEC;CDMX
OLIVAR DEL CONDE 2A SECCION;CDMX
ROMERO RUBIO;CDMX
TRES ESTRELLAS;CDMX
VILLA GUSTAVO A MADERO;CDMX
SAN MATEO XALPA;CDMX
SAN FRANCISCO CULHUACAN;CDMX
DANIEL GARZA;CDMX
  POLES;CDMX
CREDITO CONSTRUCTOR;CDMX
